AL, 16, 2004112712, 03, AN04,  84, 381N,  471W,  31,  999, XX,  34, NEQ,  327,    0,    0,  640, 
AL, 16, 2004112712, 03, AN04,  90, 392N,  451W,  37,  996, XX,  34, NEQ,  342,    0,  228,  320, 
AL, 16, 2004112712, 03, AN04,  96, 401N,  429W,  39,  997, XX,  34, NEQ,  344,    0,  314,  640, 
AL, 16, 2004112712, 03, AN04, 102, 409N,  406W,  35,  996, XX,  34, NEQ,  332,    0,  332,  635, 
AL, 16, 2004112712, 03, AN04, 108, 412N,  391W,  36,  997, XX,  34, NEQ,    0,    0,  269,  188, 
AL, 16, 2004112712, 03, AN04, 114, 409N,  378W,  33,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 120, 392N,  360W,  36,  995, XX,  34, NEQ,    0,    0,  166,  146, 
AL, 16, 2004112712, 03, AN04, 126, 386N,  345W,  33,  993, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 132, 372N,  317W,  29,  994, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 138, 368N,  296W,  24,  994, XX,  34, NEQ,    0,    0,  239,    0, 
AL, 16, 2004112712, 03, AN04, 144, 365N,  271W,  17,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 150, 359N,  246W,  25,  996, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 156, 363N,  231W,  22,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 162, 368N,  223W,  19,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 168, 363N,  212W,  19, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 174, 358N,  199W,  15, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN04, 180, 352N,  183W,  15, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,   0, 264N,  435W,  35, 1001, XX,  34, NEQ,    0,  151,    0,    0, 
AL, 16, 2004112712, 03, AN05,   6, 274N,  430W,  35,  999, XX,  34, NEQ,    0,  138,    0,    0, 
AL, 16, 2004112712, 03, AN05,  12, 288N,  431W,  31, 1000, XX,  34, NEQ,  645,    0,    0,  313, 
AL, 16, 2004112712, 03, AN05,  18, 299N,  437W,  29, 1000, XX,  34, NEQ,  337,    0,    0,  306, 
AL, 16, 2004112712, 03, AN05,  24, 303N,  446W,  28, 1000, XX,  34, NEQ,  650,    0,    0,  342, 
AL, 16, 2004112712, 03, AN05,  30, 308N,  458W,  31,  999, XX,  34, NEQ,  345,    0,    0,  317, 
AL, 16, 2004112712, 03, AN05,  36, 308N,  466W,  32, 1001, XX,  34, NEQ,  341,    0,    0,  336, 
AL, 16, 2004112712, 03, AN05,  42, 307N,  475W,  32, 1000, XX,  34, NEQ,  635,    0,    0,  343, 
AL, 16, 2004112712, 03, AN05,  48, 308N,  483W,  31, 1001, XX,  34, NEQ,  336,    0,    0,  341, 
AL, 16, 2004112712, 03, AN05,  54, 309N,  492W,  27, 1000, XX,  34, NEQ,  640,    0,    0,  321, 
AL, 16, 2004112712, 03, AN05,  60, 310N,  499W,  24, 1002, XX,  34, NEQ,  331,    0,    0,  298, 
AL, 16, 2004112712, 03, AN05,  66, 314N,  502W,  23, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,  72, 319N,  504W,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,  78, 325N,  505W,  19, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,  84, 324N,  498W,  19, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,  90, 331N,  490W,  21, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05,  96, 334N,  476W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 102, 339N,  460W,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 108, 347N,  447W,  18, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 114, 347N,  435W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 120, 349N,  424W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 126, 350N,  414W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 132, 355N,  406W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 138, 360N,  395W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AN05, 144, 360N,  388W,  17, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AP01,   0, 268N,  447W,  34, 1005, XX,  34, NEQ,    0,  156,    0,    0, 
AL, 16, 2004112712, 03, AP02,   0, 259N,  437W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,   6, 263N,  437W,  28, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,  12, 271N,  438W,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,  18, 280N,  443W,  26, 1002, XX,  34, NEQ,  309,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,  24, 283N,  451W,  27, 1003, XX,  34, NEQ,  325,    0,    0,  341, 
AL, 16, 2004112712, 03, AP02,  30, 289N,  460W,  35, 1001, XX,  34, NEQ,  321,    0,    0,  267, 
AL, 16, 2004112712, 03, AP02,  36, 289N,  470W,  33, 1003, XX,  34, NEQ,  630,    0,    0,  304, 
AL, 16, 2004112712, 03, AP02,  42, 288N,  478W,  32, 1001, XX,  34, NEQ,  635,    0,    0,  315, 
AL, 16, 2004112712, 03, AP02,  48, 287N,  483W,  28, 1003, XX,  34, NEQ,  339,    0,    0,  330, 
AL, 16, 2004112712, 03, AP02,  54, 290N,  488W,  22, 1002, XX,  34, NEQ,  338,    0,    0,  317, 
AL, 16, 2004112712, 03, AP02,  60, 298N,  488W,  20, 1005, XX,  34, NEQ,  640,    0,    0,  314, 
AL, 16, 2004112712, 03, AP02,  66, 305N,  496W,  19, 1002, XX,  34, NEQ,  337,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,  72, 319N,  500W,  18, 1005, XX,  34, NEQ,  630,    0,    0,    0, 
AL, 16, 2004112712, 03, AP02,  78, 330N,  504W,  16, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
